matched_brand,matched_brand_key,matched_company_candidate,top9_group,ownership_resolution_status,needs_manual_review_from_matrix,product_name,barcode,current_normalized_brand,current_brand_entity_raw,current_brand_entity_source,current_resolved_company,query_category,primary_country,observed_market_region_codes,image_url,off_brands_raw,match_rule,review_decision_blank,review_note_blank
Boost,boost,Nestlé,Nestlé,direct,no,Boost CURCUMA,3770006565311,juste presse,juste presse,first_off_brand_token_fallback,Other / not mapped to a company,beverages,France,FRANCE,https://images.openfoodfacts.org/images/products/377/000/656/5311/front_fr.13.400.jpg,Juste Pressé,product_name_starts_exactly_with_top9_portfolio_brand,,
Boost,boost,Nestlé,Nestlé,direct,no,Boost Chocolate Bar,5034660522782,Cadbury,Cadbury,existing_company_brand_mapping_token_match,Manual review,snacks,France,FRANCE|UK_IE|US_CANADA,https://images.openfoodfacts.org/images/products/503/466/052/2782/front_en.31.400.jpg,Cadbury,product_name_starts_exactly_with_top9_portfolio_brand,,
Boost,boost,Nestlé,Nestlé,direct,no,Boost Dilute,96199848,robinsons,robinsons,first_off_brand_token_fallback,Other / not mapped to a company,beverages,United Kingdom,UK_IE,https://images.openfoodfacts.org/images/products/000/009/619/9848/front_en.7.400.jpg,Robinsons,product_name_starts_exactly_with_top9_portfolio_brand,,
Boost,boost,Nestlé,Nestlé,direct,no,Boost GINGEMBRE,3770006565304,juste presse,juste presse,first_off_brand_token_fallback,Other / not mapped to a company,beverages,France,FRANCE,https://images.openfoodfacts.org/images/products/377/000/656/5304/front_en.4.400.jpg,Juste Pressé,product_name_starts_exactly_with_top9_portfolio_brand,,
Boost,boost,Nestlé,Nestlé,direct,no,Boost Glucose Control,41679651889,unknown,unknown,first_off_brand_token_fallback,Other / not mapped to a company,beverages,United States,US_CANADA,https://images.openfoodfacts.org/images/products/004/167/965/1889/front_en.4.400.jpg,,product_name_starts_exactly_with_top9_portfolio_brand,,
Boost,boost,Nestlé,Nestlé,direct,no,Boost Max Women Nutritional shake,41679297773,unknown,unknown,first_off_brand_token_fallback,Other / not mapped to a company,beverages,United States,US_CANADA,https://images.openfoodfacts.org/images/products/004/167/929/7773/front_en.3.400.jpg,,product_name_starts_exactly_with_top9_portfolio_brand,,
Boost,boost,Nestlé,Nestlé,direct,no,Boost Plus Complete Nutritional Drink Rich Chocolate - 6 PK,41679932667,unknown,unknown,first_off_brand_token_fallback,Other / not mapped to a company,beverages,United States,US_CANADA,https://images.openfoodfacts.org/images/products/004/167/993/2667/front_en.4.400.jpg,,product_name_starts_exactly_with_top9_portfolio_brand,,
Boost,boost,Nestlé,Nestlé,direct,no,Boost Sport citrus,5056079901002,unknown,unknown,first_off_brand_token_fallback,Other / not mapped to a company,beverages,United Kingdom,UK_IE,https://images.openfoodfacts.org/images/products/505/607/990/1002/front_en.3.400.jpg,,product_name_starts_exactly_with_top9_portfolio_brand,,
Boost,boost,Nestlé,Nestlé,direct,no,Boost Wild Berry Breeze,43900186665,nestle health science,nestle health science,first_off_brand_token_fallback,Other / not mapped to a company,beverages,United States,US_CANADA,https://images.openfoodfacts.org/images/products/004/390/018/6665/front_en.3.400.jpg,Nestlé Health Science,product_name_starts_exactly_with_top9_portfolio_brand,,
Boost,boost,Nestlé,Nestlé,direct,no,Boost chocolate bar,7622210989154,Cadbury,Cadbury,existing_company_brand_mapping_token_match,Manual review,snacks,France,FRANCE|US_CANADA,https://images.openfoodfacts.org/images/products/762/221/098/9154/front_fr.4.400.jpg,Cadbury,product_name_starts_exactly_with_top9_portfolio_brand,,
Boost,boost,Nestlé,Nestlé,direct,no,Boost creamy strawberry,41679676660,unknown,unknown,first_off_brand_token_fallback,Other / not mapped to a company,beverages,United States,US_CANADA,https://images.openfoodfacts.org/images/products/004/167/967/6660/front_en.4.400.jpg,,product_name_starts_exactly_with_top9_portfolio_brand,,
Boost,boost,Nestlé,Nestlé,direct,no,Boost et moi,3422150001022,les 2 marmottes,les 2 marmottes,first_off_brand_token_fallback,Other / not mapped to a company,beverages,France,FRANCE,https://images.openfoodfacts.org/images/products/342/215/000/1022/front_fr.25.400.jpg,Les 2 marmottes,product_name_starts_exactly_with_top9_portfolio_brand,,
Boost,boost,Nestlé,Nestlé,direct,no,Boost framboise piment,3701002410817,unknown,unknown,first_off_brand_token_fallback,Other / not mapped to a company,beverages,France,FRANCE,https://images.openfoodfacts.org/images/products/370/100/241/0817/front_fr.3.400.jpg,,product_name_starts_exactly_with_top9_portfolio_brand,,
Boost,boost,Nestlé,Nestlé,direct,no,Boost gingembre,8718096160738,grand frais,grand frais,first_off_brand_token_fallback,Other / not mapped to a company,beverages,France,FRANCE,https://images.openfoodfacts.org/images/products/871/809/616/0738/front_en.13.400.jpg,Grand Frais,product_name_starts_exactly_with_top9_portfolio_brand,,
Boost,boost,Nestlé,Nestlé,direct,no,Boost gingembre mangue,8718096160714,grand frais,grand frais,first_off_brand_token_fallback,Other / not mapped to a company,beverages,France,FRANCE,https://images.openfoodfacts.org/images/products/871/809/616/0714/front_fr.18.400.jpg,Grand Frais,product_name_starts_exactly_with_top9_portfolio_brand,,
Boost,boost,Nestlé,Nestlé,direct,no,Boost glucose control,41679157817,unknown,unknown,first_off_brand_token_fallback,Other / not mapped to a company,beverages,United States,US_CANADA,https://images.openfoodfacts.org/images/products/004/167/915/7817/front_en.4.400.jpg,,product_name_starts_exactly_with_top9_portfolio_brand,,
Boost,boost,Nestlé,Nestlé,direct,no,Boost kid essential,41679950968,unknown,unknown,first_off_brand_token_fallback,Other / not mapped to a company,beverages,United States,US_CANADA,https://images.openfoodfacts.org/images/products/004/167/995/0968/front_en.4.400.jpg,,product_name_starts_exactly_with_top9_portfolio_brand,,
Boost,boost,Nestlé,Nestlé,direct,no,Boost minceur,3276650703647,samia,samia,first_off_brand_token_fallback,Other / not mapped to a company,beverages,France,FRANCE,https://images.openfoodfacts.org/images/products/327/665/070/3647/front_en.5.400.jpg,Samia,product_name_starts_exactly_with_top9_portfolio_brand,,
Boost,boost,Nestlé,Nestlé,direct,no,"Boost, calorie smart, balanced nutritional drink, double chocolate fudge, double chocolate fudge",41679516973,unknown,unknown,first_off_brand_token_fallback,Other / not mapped to a company,beverages,United States,US_CANADA,,,product_name_starts_exactly_with_top9_portfolio_brand,,
Boost,boost,Nestlé,Nestlé,direct,no,"Boost, compact complete nutrition drink, very vanilla, very vanilla",41679516645,unknown,unknown,first_off_brand_token_fallback,Other / not mapped to a company,beverages,United States,US_CANADA,,,product_name_starts_exactly_with_top9_portfolio_brand,,
Boost,boost,Nestlé,Nestlé,direct,no,"Boost, compact complete nutritional drink, rich chocolate, rich chocolate",41679515723,unknown,unknown,first_off_brand_token_fallback,Other / not mapped to a company,beverages,United States,US_CANADA,,,product_name_starts_exactly_with_top9_portfolio_brand,,
Boost,boost,Nestlé,Nestlé,direct,no,"Boost, high protein complete nutritional drink, very vanilla, very vanilla",41679280218,unknown,unknown,first_off_brand_token_fallback,Other / not mapped to a company,beverages,United States,US_CANADA,,,product_name_starts_exactly_with_top9_portfolio_brand,,
Buxton,buxton,Nestlé,Nestlé,direct,no,Buxton brewery King slayer,5060375381949,unknown,unknown,first_off_brand_token_fallback,Other / not mapped to a company,beverages,United Kingdom,UK_IE,https://images.openfoodfacts.org/images/products/506/037/538/1949/front_en.8.400.jpg,,product_name_starts_exactly_with_top9_portfolio_brand,,
Buxton,buxton,Nestlé,Nestlé,direct,no,Buxton mineral water,673230214839,buton,buton,first_off_brand_token_fallback,Other / not mapped to a company,beverages,United Kingdom,UK_IE,https://images.openfoodfacts.org/images/products/067/323/021/4839/front_en.3.400.jpg,Buton,product_name_starts_exactly_with_top9_portfolio_brand,,
Chocapic,chocapic,Cereal Partners Worldwide,Nestlé,market_scoped,yes,CHOCAPIC BIO céréales petit déjeuner,71543253,Chocapic,Chocapic,existing_company_brand_mapping_token_match,Manual review,cereals,France,FRANCE,https://images.openfoodfacts.org/images/products/000/007/154/3253/front_fr.14.400.jpg,Chocapic,product_name_starts_exactly_with_top9_portfolio_brand,,
Chocapic,chocapic,Cereal Partners Worldwide,Nestlé,market_scoped,yes,CHOCAPIC Céréales (6x30g) MIX,7613039662823,Chocapic,Chocapic,top9_portfolio_token_match,Manual review,snacks,France,FRANCE,https://images.openfoodfacts.org/images/products/761/303/966/2823/front_fr.199.400.jpg,"Nestlé, Chocapic",product_name_starts_exactly_with_top9_portfolio_brand,,
Cini Minis,cini minis,Nestlé,Nestlé,direct,no,CINI MINIS,4902070023094,unknown,unknown,first_off_brand_token_fallback,Other / not mapped to a company,cereals,France,FRANCE,https://images.openfoodfacts.org/images/products/490/207/002/3094/front_fr.4.400.jpg,,product_name_starts_exactly_with_top9_portfolio_brand,,
Corn Flakes,corn flakes,Nestlé,Nestlé,direct,no,CORN FLAKES,20159917,crownfield,crownfield,first_off_brand_token_fallback,Other / not mapped to a company,cereals,France,FRANCE|DACH,https://images.openfoodfacts.org/images/products/000/002/015/9917/front_en.177.400.jpg,CROWNFIELD,product_name_starts_exactly_with_top9_portfolio_brand,,
Corn Flakes,corn flakes,Nestlé,Nestlé,direct,no,CORN FLAKES,4088600248646,harvest morn aldi,harvest morn aldi,first_off_brand_token_fallback,Other / not mapped to a company,cereals,Ireland,UK_IE,https://images.openfoodfacts.org/images/products/408/860/024/8646/front_en.16.400.jpg,Harvest Morn - Aldi,product_name_starts_exactly_with_top9_portfolio_brand,,
Corn Flakes,corn flakes,Nestlé,Nestlé,direct,no,CORN FLAKES NATURE VRAC,220702006364,natureo,natureo,first_off_brand_token_fallback,Other / not mapped to a company,cereals,France,FRANCE,https://images.openfoodfacts.org/images/products/022/070/200/6364/front_fr.3.400.jpg,NATUREO,product_name_starts_exactly_with_top9_portfolio_brand,,
Corn Flakes,corn flakes,Nestlé,Nestlé,direct,no,CORN FLAKES SUCRE CANNE,3421557501432,grillon dor,grillon dor,first_off_brand_token_fallback,Other / not mapped to a company,cereals,France,FRANCE,https://images.openfoodfacts.org/images/products/342/155/750/1432/front_fr.25.400.jpg,Grillon d'Or,product_name_starts_exactly_with_top9_portfolio_brand,,
Corn Flakes,corn flakes,Nestlé,Nestlé,direct,no,CORN FLAKES TOASTED CORN CEREAL,46567001111,raleys,raleys,first_off_brand_token_fallback,Other / not mapped to a company,cereals,United States,US_CANADA,,Raley's,product_name_starts_exactly_with_top9_portfolio_brand,,
Cappy,cappy,The Coca-Cola Company,Coca-Cola,direct,no,Cappy,5000112659542,nesy,nesy,first_off_brand_token_fallback,Other / not mapped to a company,beverages,United Kingdom,UK_IE,https://images.openfoodfacts.org/images/products/500/011/265/9542/front_hu.4.400.jpg,Nesy,product_name_starts_exactly_with_top9_portfolio_brand,,
Cappy,cappy,The Coca-Cola Company,Coca-Cola,direct,no,Cappy pulpy,90382383,coca cola company,coca cola company,first_off_brand_token_fallback,Other / not mapped to a company,beverages,France,FRANCE,https://images.openfoodfacts.org/images/products/000/009/038/2383/front_fr.15.400.jpg,Coca-Cola Company,product_name_starts_exactly_with_top9_portfolio_brand,,
Capri Sun,capri sun,Capri Sun Group / Coca-Cola Europacific Partners,Kraft Heinz,market_scoped,yes,Capri Sun Fruit Crush Tropical 75%jce,4000177165041,aux caprices de jess,aux caprices de jess,first_off_brand_token_fallback,Other / not mapped to a company,beverages,France,FRANCE,,Aux caprices de jess,product_name_starts_exactly_with_top9_portfolio_brand,,
Capri Sun,capri sun,Capri Sun Group / Coca-Cola Europacific Partners,Kraft Heinz,market_scoped,yes,Capri Sun Mango & Passionfruit Sports Cap,4000177015957,vitar,vitar,first_off_brand_token_fallback,Other / not mapped to a company,beverages,Czech Republic,FRANCE,https://images.openfoodfacts.org/images/products/400/017/701/5957/front_fr.4.400.jpg,Vitar,product_name_starts_exactly_with_top9_portfolio_brand,,
Capri Sun,capri sun,Capri Sun Group / Coca-Cola Europacific Partners,Kraft Heinz,market_scoped,yes,Capri Sun multivitamine poche,4000177211151,aux caprices de jess,aux caprices de jess,first_off_brand_token_fallback,Other / not mapped to a company,beverages,France,FRANCE,https://images.openfoodfacts.org/images/products/400/017/721/1151/front_fr.7.400.jpg,Aux caprices de jess,product_name_starts_exactly_with_top9_portfolio_brand,,
Capri Sun,capri sun,Capri Sun Group / Coca-Cola Europacific Partners,Kraft Heinz,market_scoped,yes,Capri-Sun Mango & Maracuyá,4000177172650,capri sun coca cola,capri sun coca cola,first_off_brand_token_fallback,Other / not mapped to a company,beverages,France,FRANCE|DACH|SOUTHERN_EUROPE,https://images.openfoodfacts.org/images/products/400/017/717/2650/front_en.57.400.jpg,Capri-Sun (Coca-Cola),product_name_starts_exactly_with_top9_portfolio_brand,,
Capri Sun,capri sun,Capri Sun Group / Coca-Cola Europacific Partners,Kraft Heinz,market_scoped,yes,Capri-sun,4000177836002,nordic refreshment company as,nordic refreshment company as,first_off_brand_token_fallback,Other / not mapped to a company,beverages,France,FRANCE|DACH,https://images.openfoodfacts.org/images/products/400/017/783/6002/front_fr.26.400.jpg,Nordic refreshment company as,product_name_starts_exactly_with_top9_portfolio_brand,,
Carnation,carnation,Nestlé,Nestlé,direct,no,Carnation Light Condensed Milk 405G,8715000934737,unknown,unknown,first_off_brand_token_fallback,Other / not mapped to a company,dairies,France,FRANCE|UK_IE,https://images.openfoodfacts.org/images/products/871/500/093/4737/front_fr.8.400.jpg,,product_name_starts_exactly_with_top9_portfolio_brand,,
Carnation,carnation,Nestlé,Nestlé,direct,no,"Carnation breakfast essentials, complete nutrition drink mix, dark chocolate",50000722501,unknown,unknown,first_off_brand_token_fallback,Other / not mapped to a company,beverages,United States,US_CANADA,,,product_name_starts_exactly_with_top9_portfolio_brand,,
Carnation,carnation,Nestlé,Nestlé,direct,no,"Carnation breakfast essentials, complete nutrition drink, classic french vanilla",50000426010,unknown,unknown,first_off_brand_token_fallback,Other / not mapped to a company,beverages,United States,US_CANADA,,,product_name_starts_exactly_with_top9_portfolio_brand,,
Carnation,carnation,Nestlé,Nestlé,direct,no,"Carnation breakfast essentials, complete nutritional drink, rich milk chocolate",50000626113,unknown,unknown,first_off_brand_token_fallback,Other / not mapped to a company,beverages,United States,US_CANADA,,,product_name_starts_exactly_with_top9_portfolio_brand,,
Carnation,carnation,Nestlé,Nestlé,direct,no,"Carnation breakfast essentials, powder drink mix, classic chocolate malt, classic chocolate malt",50000530427,unknown,unknown,first_off_brand_token_fallback,Other / not mapped to a company,beverages,United States,US_CANADA,,,product_name_starts_exactly_with_top9_portfolio_brand,,
Carte d'Or,carte d or,Unilever,Unilever,direct,no,Carte D'or Bûche Glacée Café Chocolat Vanille 1l,8718114874913,Carte d'Or,carte d or,existing_company_brand_mapping_token_match,Other / not mapped to a company,snacks,France,FRANCE,https://images.openfoodfacts.org/images/products/871/811/487/4913/front_fr.9.400.jpg,Carte D'or,product_name_starts_exactly_with_top9_portfolio_brand,,
Carte d'Or,carte d or,Unilever,Unilever,direct,no,Carte D'or Collection Buche Glacée Façon Crème Brûlée 9 parts 900ml,8722700284185,Carte d'Or,carte d or,existing_company_brand_mapping_token_match,Other / not mapped to a company,snacks,France,FRANCE,https://images.openfoodfacts.org/images/products/872/270/028/4185/front_fr.7.400.jpg,Carte d'Or,product_name_starts_exactly_with_top9_portfolio_brand,,
Carte d'Or,carte d or,Unilever,Unilever,direct,no,Carte D'or Inspiration Buche Glacée Caramel Guimauve 8 Parts 750ml,8714100660928,Carte d'Or,carte d or,existing_company_brand_mapping_token_match,Other / not mapped to a company,snacks,France,FRANCE,https://images.openfoodfacts.org/images/products/871/410/066/0928/front_fr.9.400.jpg,Carte d'Or,product_name_starts_exactly_with_top9_portfolio_brand,,
Carte d'Or,carte d or,Unilever,Unilever,direct,no,Carte D'or Inspiration Buche Glacée Fruits Rouges Façon Vacherin 8 parts 750ml,8714100633762,Cote d'Or,cote d or,existing_company_brand_mapping_token_match,Other / not mapped to a company,snacks,France,FRANCE,https://images.openfoodfacts.org/images/products/871/410/063/3762/front_fr.15.400.jpg,Côte d'Or,product_name_starts_exactly_with_top9_portfolio_brand,,
