brand_entity_raw,normalized_brand,brand_alias_source,brand_alias_review_status,brand_entity_source,primary_country,observed_market_region_codes,query_category,product_count,example_product_names,example_off_brands_raw
marks and spencer,M&S,curated_mechanical_brand_alias,confirmed,first_off_brand_token_fallback,France,FRANCE,cereals,20,Porridge de Riz | Porridge Oats | Milk and cookies granola | Date & Cinnamon - Bircher Muesli | Maple Syrup Flavour Porridge,"Marks & Spencer, Marks&Spencer | Marks & Spencer | Marks and Spencer | Marks & Spencer | Marks & Spencer"
san pellegrino,San Pellegrino,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,France,FRANCE,beverages,19,"Sanpellecrino Orange Sanguine | Acqua Panna Natural Spring Water, | San pellegrino | momenti | Limonata","San Pellegrino | San Pellegrino | San Pellegrino | San Pellegrino, sanpellegrino | San Pellegrino"
Sanpellegrino,San Pellegrino,curated_mechanical_brand_alias,confirmed,top9_portfolio_token_match,France,FRANCE|SOUTHERN_EUROPE,beverages,19,Acqua San Pellegrino | San Pellegrino 500ml Mineral Water | NATURALMENTE FUORI DAL CORO DAL 1932 SANPELLEGRINO | Sanpellegrino Arancia e Pera | SANPELLEGRINO Bois pétil au jus d'orange et de figue de Barbarie 33cl,"Nestlé, San Pellegrino | Nestlé, San Pellegrino | Nestlé, San Pellegrino | Nestlé, San Pellegrino | Nestlé, San Pellegrino"
tate's bake shop,Tate’s Bake Shop,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,United States,US_CANADA,snacks,18,"Chocolate chip cookies | Pumpkin Spice Cookies | Oatmeal Raisin Cookies | Whole wheat dark chocolate cookies, whole wheat dark chocolate | Walnut Chocolate Chip Cookies",Tate's bake shop | Tate's Bake Shop | Tate's Bake Shop | Tate's Bake Shop | Tate's Bake Shop
kraft,Kraft,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,France,FRANCE,dairies,18,Kraft Italian five cheese | White American | Fromage Parmesan Râpé | Préparation De Fromage Fondu Velveeta | Fromage Parmesan Râpé,Kraft | Kraft | Kraft | Kraft | Kraft
mirinda,Mirinda,top9_portfolio_brand_alias,confirmed,existing_company_brand_mapping_token_match,France,FRANCE,beverages,18,Mirinda Boisson gazeuse goût orange 2 L | Mirinda -Goût Orange | Mirinda Boisson gazeuse goût fraise 2 L | Mirinda Boisson gazeuse goût pomme 2 L | Mirinda Boisson gazeuse goût tropical 2 L,Mirinda | Mirinda | Mirinda | Mirinda | Mirinda
powerade,Powerade,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,United States,US_CANADA,beverages,18,POWERade Mountain Berry Blast | Powerade zero | ZERO Mixed Berry | Sports Drink Mix | Powerade Zero Fruit Punch,POWERade | Powerade | Powerade | Powerade | Powerade
velveeta,Velveeta,top9_portfolio_brand_alias,confirmed,existing_company_brand_mapping_token_match,United States,US_CANADA,dairies,17,"Sharp Cheddar Pasteurized Recipe Cheese Product, Sharp Cheddar | Pasteurized Recipe Product With Jalapeo Peppers Cheese | Shreds, Mozzarella | Pasteurized Recipe Cheese Product, Original | 2% Milk Cheese",Velveeta | Velveeta | Velveeta | Velveeta | Velveeta
coca cola,Coca-Cola,curated_mechanical_brand_alias,confirmed,first_off_brand_token_fallback,Belgium,BENELUX|FRANCE,beverages,17,Cola Regular - Coca-cola - 1.5 Liters | Coca-Cola Collector 2013 | Coca-Cola | Coca Cola Original taste | Coca Cola zéro,Coca-Cola | Coca-Cola | Coca Cola | Coca-Cola | Coca-Cola
kellogg's,Kellogg's,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,United Kingdom,UK_IE,snacks,17,Pop Tarts | Rice Krispies Squares caramel & chocolate | kelloggscoco pops | Crunchy Nut Choc & Peanut Bar | Squares,Kelloggs | Kellogg's | Kelloggs | Kellogg's | Kellogg's
quaker,Quaker,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,Belgium,BENELUX|FRANCE,cereals,17,"Quaker Muesli Amandes, noisettes & raisins | Cruesli miel et noisettes | Cruesli Chocolat | Quaker Cruesli 4 Nuts | 4 nuts","Muesli, QUAKER | Cruesli, QUAKER | Cruesli, PepsiCo, Quaker | Quaker | Quaker"
perugina,Perugina,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,France,FRANCE,snacks,17,Milk Chocolate - Premium Chocolate | Perugina Baci Milk Chocolate Bag 143G | Fondente extra tavoletta di cioccolato fondente extra | Inais - Latte Finissimo | Baci,"Nestlé, Perugina | Nestlé, Perugina | Nestlé, Perugina | Nestlé, Perugina | Nestlé,Perugina"
Sanpellegrino,San Pellegrino,curated_mechanical_brand_alias,confirmed,top9_portfolio_token_match,Belgium,BENELUX|FRANCE,beverages,16,San Bitter Aperitif 6 x | Eau gazeuse | Chinotto Original En Bouteille x6 | San Pellegrino | Melograno et Arancia,"Nestlé, San Pellegrino | Nestlé,San Pellegrino | Nestlé, San Pellegrino | San Pellegrino, Nestlé | Nestlé, San Pellegrino"
quaker,Quaker,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,France,FRANCE|US_CANADA,cereals,16,Instant oatmeal raisin date walnut | Cinnamon & Spice Instant Oatmeal Lower Sugar | Quaker original instant grits | life multigrain cereal | OATMEAL SQUARES BROWN SUGAR,Quaker | Quaker | Quaker | quaker | QUAKER
Sanpellegrino,San Pellegrino,curated_mechanical_brand_alias,confirmed,top9_portfolio_token_match,France,FRANCE|DACH,beverages,16,S. Pellegrino Mineralwasser | San Pellegrino | Eau minérale gazeuse | S. Pellegrino | Sanbitter,"Nestlé, San Pellegrino | Nestlé, San Pellegrino | Nestlé, San Pellegrino | Nestlé, San Pellegrino | Nestlé, San Pellegrino"
kellogg's,Kellogg's,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,Belgium,BENELUX|FRANCE|DACH,cereals,15,Corn Flakes | Cornflakes | Céréales Special K Kellogg's Chocolat Noir | Céréales Special K Kellogg's Chocolat au lait | Céréales trésor chocolat noisette,Kellogg's | Kellogg's | Kellogg's | Kellogg's | Kellogg's
maxwell house,Maxwell House,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,United States,US_CANADA,beverages,15,"French Vanilla Cafe-Style Beverage Mix, French Vanilla Cafe | Vanilla Caramel Latte Caf-Style Beverage Mix, Vanilla; Caramel Latte | French Vanilla Cafe-Style Beverage Mix, French Vanilla | Instant coffee | Vanilla Iced Latte with Foam",Maxwell house | Maxwell house | Maxwell house | Maxwell House | Maxwell House
minute maid,Minute Maid,top9_portfolio_brand_alias,confirmed,existing_company_brand_mapping_token_match,Belgium,BENELUX|FRANCE,beverages,15,Minute Maid Multivitamines | Minute Maid Orange | Jus d'orange avec pulpe à base de concentré doux | Minute Maid multivitamines | Great Start!,Minute Maid | Minute Maid | Minute maid | Minute Maid | Minute Maid
kellogg's,Kellogg's,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,Australia,FRANCE,cereals,15,Corn Flakes | Sultana Bran | Special K | All-Bran Honey Almond | Crunchy Nut Corn Flakes,Kellogg's | Kellogg's | Kellogg's | Kellogg's | Kellogg's
cheetos,Cheetos,top9_portfolio_brand_alias,confirmed,existing_company_brand_mapping_token_match,United Kingdom,UK_IE,snacks,15,Cheetos Flaming hot 1.25pm | Cheetos Puffs Sweet And Spicy | Twisted Sweet & Spicy | Walkers Salt Vinegar Crisps 6pk | Cheetos Crunchy Cheese,Cheetos | Cheetos | Cheetos | Cheetos | Cheetos
marks and spencer,M&S,curated_mechanical_brand_alias,confirmed,first_off_brand_token_fallback,France,FRANCE|UK_IE,cereals,15,Fruit and Fibre Muesli | Céréales Crunch Aux Amandes | Berries & Cherries Flakes | Corn Flakes | Fruit & Nut Muesli,Marks & Spencer | Marks & Spencer | Marks & Spencer | Marks & Spencer | Marks & Spencer
lion,Lion,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,France,FRANCE,snacks,15,Football gums | LION Céréales Barres (12x25g) | NESTLE LION Barres de Céréales (8+4)x25g | Barres Lion | LION barre chocolatée Format Familial 11 x 42g,"Lion | Nestlé, Lion | Nestlé, Lion | Nestlé, Lion | Nestlé, Lion"
after eight,After Eight,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,France,FRANCE,snacks,14,After Eight Weihnachtsmann | After Eight Extra dark Mint chocolate thins | After Eight Menthe & Saveur Citron | AFTER EIGHT Classique 800g | AFTER EIGHT Calendrier de l'Avent adulte Big Ben 185g,"After Eight | Nestlé, After eight | Nestlé, After eight | Nestlé, After eight | Nestlé, After eight"
m&s,M&S,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,France,FRANCE,beverages,14,Sparkling Raspberry & Lemon | Jus de pomme et sureau | Purple Tea With Blueberry Tea Pyramid | Decaffeinated Teabags | Asti,"M&S, Marks & Spencer, Marks And Spencer | M&S | M&S, Marks And Spencer | M&S, Marks And Spencer | M&S"
cailler,Cailler,top9_portfolio_brand_alias,confirmed,existing_company_brand_mapping_token_match,France,FRANCE,snacks,14,Chocolat au lait amandes et miel | Chocolat au lait aéré avec nougat au miel | Dunkle schokolade | Chocolat | Chocolat au lait et caramel salé,Cailler | Cailler | Cailler | Cailler | Cailler
sour patch kids,Sour Patch Kids,top9_portfolio_brand_alias,confirmed,existing_company_brand_mapping_token_match,United States,US_CANADA,snacks,14,"Sour Patch Kids, Candy Canes | Hearts | Sour Patch Kids Blue Raspberry | Sour Patch Kids Coal | Sour Patch Kids Strawberry",Sour patch kids | Sour Patch Kids | Sour Patch Kids | Sour Patch Kids | Sour Patch Kids
jolly rancher,Jolly Rancher,top9_portfolio_brand_alias,confirmed,existing_company_brand_mapping_token_match,United States,US_CANADA,snacks,14,"Jolly Rancher Hard Candy | Jolly Rancher Jelly Beans | Cherry, strawberry & watermelon jelly hearts, cherry, strawberry & watermelon | FD Jolly Ranchers | Jolly Rancher Hard candy",Jolly Rancher | Jolly Rancher | Jolly Rancher | Jolly rancher | Jolly Rancher
lion,Lion,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,France,FRANCE,cereals,13,Lion bio | Céréales Lion caramel et chocolat | Lion caramel et chocolat | lion | Céréales Lion - Caramel & Chocolat,"Lion | Nestlé, Lion | Lion | Nestlé, Lion | Nestlé, Lion"
lu,LU,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,Belgium,BENELUX|FRANCE|DACH,snacks,13,Véritable Petit Beurre Pocket | Le Véritable Petit Beurre | Sablés - Chocolat au Lait | Cracotte Chocolat | Cracotte Fraise,"lu | LU | Granola, LU, Mondelez | LU,Mondelez | Lu, Mondelez"
knorr,Knorr,top9_portfolio_brand_alias,confirmed,existing_company_brand_mapping_token_match,France,FRANCE,beverages,13,Knorr Préparation pour Jus de Rôti 8 Tablettes 72g | Marmite Jus de Rôti | Bouillon | Velouté de potiron chataignes aux chanterelles et éclats de noisettes | Knorr Soupe Vietnamienne 39g 2 Portions,Knorr | Knorr | Knorr | Knorr | Knorr
la laitiere,La Laitière,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,Belgium,BENELUX|FRANCE,dairies,13,Yaourt sur lit de cerise | Velours de Crème Caramel | Secret de Mousse Chocolat Noir | Le Yaourt à la Rhubarbe 100% naturel | Le liégeois au yaourt à la pêche,"La Laitière | Nestlé, La Laitière | Nestlé,La Laitière | Nestlé, La Laitière | Nestlé, La Laitière"
vittel,Vittel,top9_portfolio_brand_alias,confirmed,existing_company_brand_mapping_token_match,Belgium,BENELUX|FRANCE,beverages,13,Eau minérale naturelle | Vittel | VITTEL eau minerale naturel 50cl | VITTEL eau minérale naturelle 6 x 50cl | Eau minérale naturelle,Vittel | Vittel | Vittel | Vittel | Vittel
Sanpellegrino,San Pellegrino,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,France,FRANCE,beverages,12,"Sanpellegrino Sparkling Grapefruit Beverage, Pompelmo | Sanpellecrino Orange | Sanpellegrino Sparkling Orange Beverage, Aranciata | Sanpellegtino clementina e pesca | sanpellegrino aranciata rossa",Sanpellegrino | SanPellegrino | Sanpellegrino | Sanpellegrino | SANPELLEGRINO
dolce gusto,Nescafé Dolce Gusto,curated_mechanical_brand_alias,confirmed,first_off_brand_token_fallback,France,FRANCE,beverages,12,Ricore original | LATTE MACCHIATO CARAMEL | Café au lait | Chococino | Marrakech Tea,Dolce Gusto | Dolce Gusto | Dolce Gusto | Dolce Gusto | Dolce Gusto
mcvitie's,McVitie's,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,United States,US_CANADA,snacks,12,"Mcvitie's, digestives cheesecake, lemon | Mcvitie's, mini gingerbread men, milk chocolate | Hobnobs Rolled Oat & Whole Wheat Biscuits | Digestives | Digestives Milk Chocolate Flavor coating","Mcvitie's | Mcvitie's | Mcvitie's | Mcvitie's, McVities | McVitie's"
m&s,M&S,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,France,FRANCE,snacks,12,"Chocolate Eclairs | Salted caramel popcorn | Roast Beef & Onion | Popcorn | all butter cookies with white chocolate chunks, candied Sicilian lemon peel & Sicilian lemon extract",M&S | M&S | M&S | M&S | M&S
Lay's,Lay’s,curated_mechanical_brand_alias,confirmed,top9_portfolio_token_match,France,FRANCE,snacks,12,Laus nature | Lay's Recette à l'ancienne nature | Chips nature | Moutarde Pickles | Dégustation Goût & Craquant d'Exception,"Lay's, Lays, PepsiCo | Lay's, Lays, PepsiCo | Lay's, Pepsico | Lay's, PepsiCo | Lay's, PepsiCo"
crunch,Crunch,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,France,FRANCE,cereals,11,Céréales Crunch | CRUNCH Céréales | Crunch céréales | Crunch (+50% gratuit) | NESTLE CRUNCH Céréales 450g,"Crunch | Nestlé, CRUNCH, Cereal Partners | Crunch | Nestlé, Crunch | Nestlé, Crunch"
coca cola,Coca-Cola,curated_mechanical_brand_alias,confirmed,first_off_brand_token_fallback,Belgium,BENELUX|FRANCE|DACH,beverages,11,Boisson rafraîchissante aux extraits végétaux | Coca Cola | Coca-Cola | PET 50CL COCA COLA ZERO | PET 1.75L COCA,Coca-Cola | COCA-COLA | Coca-Cola | Coca-Cola | Coca-Cola
kellogg's,Kellogg's,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,France,FRANCE|UK_IE,snacks,11,"Rice Krispies Squares gooey marshmallow | Rice Krispies Squares Chocolate Caramel Snack Bar, (Pack of 4) | Rice Krispies Squares gooey marshmallow | Nutri-Grain Choc Chip Breakfast Bakes 6 x imp | Nutri-Grain Raisin Bake",Kellogg's | Kellogg's | Kellogg's | Kellogg's | Kellogg's
san pellegrino,San Pellegrino,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,United States,US_CANADA,beverages,11,"Ciao Peach | San pellegrino aranciata | Italian Sparkling Blood Orange Beverage From Concentrate | Sparkling blood orange beverage with 16% orange juice and 3% blood orange juice from concentrate, aranciata rossa | Blood orange and black raspberry","San Pellegrino | San Pellegrino | San Pellegrino,Sanpellegrino,Sanpellegrino Usa Inc. | San Pellegrino | San Pellegrino"
contrex,Contrex,top9_portfolio_brand_alias,confirmed,existing_company_brand_mapping_token_match,France,FRANCE,beverages,11,"Contrex | Eau minérale naturelle | Contrex 75cl | eau | CONTREX eau minérale naturelle 6x1,5L",Contrex | Contrex | Contrex | contrex | Contrex
bakers,Bakers,top9_portfolio_brand_alias,confirmed,existing_company_brand_mapping_token_match,France,FRANCE,snacks,11,Classic Choc-Kits | Choc-kits White | Eet-Sum-Mor Shortbread Biscuits | Lemon Cream Biscuits | Bakers Royal Creams,Bakers | Bakers | BAKERS | Bakers | Bakers
international delight,International Delight,top9_portfolio_brand_alias,confirmed,existing_company_brand_mapping_token_match,United States,US_CANADA,beverages,11,"iced coffee-mocha | Caramel Macchiato | Sweet & creamy iced coffee, hershey's cookies 'n' creme | Iced coffee coffeehouse drink, sweet cream | Caramel Macchiato iced coffee","International delight | International Delight | International Delight, Dean Foods Company | International Delight, Dean Foods Company | International Delight"
cheetos,Cheetos,top9_portfolio_brand_alias,confirmed,existing_company_brand_mapping_token_match,France,FRANCE,snacks,11,Flamin' Hot Crunchy Cheese Flavored Snacks | Simply cheese flavored snacks puffs | popcorn flamin hot | Cheetos Original Gout Fromage | Cheetos Original Goût Fromage,Cheetos | Cheetos | Cheetos | Cheetos | Cheetos
coca cola,Coca-Cola,curated_mechanical_brand_alias,confirmed,first_off_brand_token_fallback,France,FRANCE|US_CANADA,beverages,10,Coca-Cola | Coca-Cola Original Taste | Coca-Cola Zero Sugar | Coca-Cola Zero Sugar Cola | Zero calorie cola,Coca-Cola | Coca-Cola | Coca-Cola | Coca-Cola | Coca-Cola
lu,LU,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,United States,US_CANADA,snacks,10,"Belvita | Mikado Chocolat au lait | Lu, le petit beurre biscuits | Extra Dark Chocolate Cookies | Lu cookies cinnamon 1x9.170 oz",LU | Lu | Lu | Lu | Lu
Nescafé,Nescafé Dolce Gusto,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,France,FRANCE|SOUTHERN_EUROPE,beverages,10,Capsules NESCAFE DOLCE GUSTO Amande 12 capsules | Capsules NESCAFE DOLCE GUSTO Cortado Espresso Decaf 16 Capsules | Capsules NESCAFÉ Dolce Gusto Espresso Roma 16 Capsules | Capsules NESCAFE DOLCE GUSTO Expresso Milano | Capsules NESCAFÉ DOLCE GUSTO Espresso décaféiné x16,"Dolce gusto, Nescafe | Dolce gusto, Nescafe, Nescafe cortado | Dolce gusto, Nescafe espresso, Nescafé | Dolce gusto, Nescafe | Dolce gusto, Nescafe"
honest tea,Honest Tea,top9_portfolio_brand_alias,confirmed,existing_company_brand_mapping_token_match,United States,US_CANADA,beverages,10,"Honest Tea, Organic Tea, Peach, Peach | Peach White Tea | Cranberry Lemon Flavored Herbal Tea | Honest Tea Organic Peach Tea | Organic fair trade half tea half lemonade gluten free",Honest tea | Honest Tea | Honest Tea | Honest Tea | Honest Tea
cappy,Cappy,top9_portfolio_brand_alias,confirmed,existing_company_brand_mapping_token_match,France,FRANCE,beverages,9,Peach Juice | Karisik meyve suyu | Multivitamina sok | Jus de peche | Cappy pulpy peach,Cappy | Cappy | Cappy | Cappy | Cappy
