normalized_brand,legacy_primary_brand,primary_brand,brand_entity_raw,brand_entity_source,brand_alias_source,brand_alias_review_status,query_category,primary_country,observed_market_region_codes,current_company,proposed_company,proposed_ownership_resolution_status,proposed_mapping_source,proposed_review_note,proposed_matched_mapping_brand,company_mapping_would_change,normalized_brand_is_top9_portfolio,product_count,example_product_names,example_off_brands_raw
kiri,bel,bel,kiri,existing_company_brand_mapping_token_match,existing_company_brand_mapping_alias,confirmed,dairies,France,FRANCE,Other / not mapped to a company,Bel Group,direct,company_brand_mapping.csv,Cheese portions; strong in Europe/Middle East/Asia,kiri,True,False,14,"Kiri à l'ail et au fines herbes | Fromage à la crème de lait | Kiri | Kiri Crème 29,5 % 150 MG Calcium | VQR Kiri Spread","Bel, Kiri | Bel, KIRI | Bel, Kiri | Bel, Kiri | Bel,Kiri"
KitKat,kit kat,kit kat,kitkat,existing_company_brand_mapping_token_match,curated_mechanical_brand_alias,confirmed,snacks,France,FRANCE,Other / not mapped to a company,Nestlé,market_scoped,top_company_brand_portfolio_matrix.csv,Market-scoped routing from Top 9 matrix; review if product geography is missing or conflicting.,kitkat,True,True,13,Kit kat cookies crumble | Kit Kat White Crisp Wafers 'N Creme Bar | Kit kat chunky caramel | Kit kat chunky | Kit Kat bites peanut butter,"Kit Kat | Kit Kat | Kit Kat, KitKat | Kit Kat | Kit Kat"
Schweppes,orangina,orangina,schweppes,existing_company_brand_mapping_token_match,top9_portfolio_brand_alias,confirmed,beverages,France,FRANCE,Other / not mapped to a company,Suntory Beverage & Food,market_scoped,top_company_brand_portfolio_matrix.csv,Market-scoped routing from Top 9 matrix; review if product geography is missing or conflicting.,schweppes,True,True,13,Orangina | Schweppes Agrum' | Miss O ! Framboise Light | Schweppes Zero Fraise | Orangina Miss O! Mûre,"Orangina, Schweppes | Orangina, Schweppes | Orangina, Schweppes | Orangina, Schweppes | Orangina, Schweppes"
simply orange,simply orange,simply,simply orange,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,beverages,United States,US_CANADA,The Coca-Cola Company,Other / not mapped to a company,unresolved,no_mapping_match,,,True,False,13,"Simply Orange Medium Pulp With Calcium And Vitamin D | Simply Orange Pulp Free With Calcium And Vitamin D | Simply orange, 100% pure orange juice, orange | Simply Orange 100% Orange Juice | Simply Orange Pulp Free With Calcium And Vitamin D","Simply Orange,Simply Beverages | Simply Orange,Simply Beverages | Simply Orange | Simply Orange | Simply Orange, Simply Beverages"
target stores,simply balanced,simply balanced,target stores,existing_company_brand_mapping_token_match,existing_company_brand_mapping_alias,confirmed,snacks,United States,US_CANADA,Other / not mapped to a company,Target,direct,company_brand_mapping.csv,Target stores brand variant,target stores,True,False,13,"Simply balanced, oatmeal raisin cookies | Simply balanced, chocolate chunk cookies | Simply balanced, organic popcorn, dark chocolate peanut butter | Simply balanced, animal cookies, vanilla | Simply balanced, organic whole grain animal cookies","Simply Balanced, Target Stores | Simply Balanced, Target Stores | Simply Balanced, Target Stores | Simply Balanced, Target Stores | Simply Balanced, Target Stores"
yoplait,panier 0,panier 0,yoplait,existing_company_brand_mapping_token_match,existing_company_brand_mapping_alias,confirmed,dairies,France,FRANCE,Other / not mapped to a company,General Mills,direct,company_brand_mapping.csv,US yogurt business; European Yoplait ownership is different,yoplait,True,False,13,"Yaourt 0% mat.gr., aux fruits, aromatisé, avec édulcorants | Yaourt 0% mat.gr., aux fruits, aromatisé, avec édulcorants | Yaourt 0% mat.gr., aux fruits, aromatisé, avec édulcorants | Yaourt 0% mat.gr., aux fruits, aromatisé, avec édulcorants | Panier de Yoplait J'aime L'Abricot","Panier 0%, Yoplait | Panier 0%, Yoplait | Panier 0%, Panier de Yoplait, Yoplait | Panier 0%, Yoplait | Panier 0%, Yoplait"
yoplait,perle de lait nature,perle de lait nature,yoplait,existing_company_brand_mapping_token_match,existing_company_brand_mapping_alias,confirmed,dairies,France,FRANCE,Other / not mapped to a company,General Mills,direct,company_brand_mapping.csv,US yogurt business; European Yoplait ownership is different,yoplait,True,False,13,Spécialité laitière nature | Perle de lait | Spécialité laitière nature | Spécialité laitière nature | Perle de lait,"Perle de lait nature, Yoplait, spécialités laitières | Perle de lait nature, Yoplait | Perle de lait nature, Yoplait | Perle de lait nature, Yoplait | Perle de lait nature, Yoplait"
Nescafé Dolce Gusto,dolce gusto,dolce gusto,dolce gusto,first_off_brand_token_fallback,curated_mechanical_brand_alias,confirmed,beverages,France,FRANCE,Other / not mapped to a company,Nestlé,direct,top_company_brand_portfolio_matrix.csv,Official Nestlé A-Z brand list,nescafe dolce gusto,True,True,12,Ricore original | LATTE MACCHIATO CARAMEL | Café au lait | Chococino | Marrakech Tea,Dolce Gusto | Dolce Gusto | Dolce Gusto | Dolce Gusto | Dolce Gusto
lu,granola,granola,lu,existing_company_brand_mapping_token_match,existing_company_brand_mapping_alias,confirmed,snacks,France,FRANCE,Other / not mapped to a company,Mondelēz International,direct,company_brand_mapping.csv,Parent-company label normalized during Top 9 launch merge; brand routing unchanged.,lu,True,False,12,Granola Gros éclats de Chocolat | Mini cookies | Granola l’original à emporter partout chocolat au lait | Granola Barre Extra Cookie | Granola Cœur Extra Moelleux Tout Chocolat,"Granola, Kraft Foods, LU, Mondelez, Unilever | Granola, Lu | Granola, Lu | Granola, LU | Granola, LU, Mondelez"
yoplait,petits filous pots,petits filous pots,yoplait,existing_company_brand_mapping_token_match,existing_company_brand_mapping_alias,confirmed,dairies,France,FRANCE,Other / not mapped to a company,General Mills,direct,company_brand_mapping.csv,US yogurt business; European Yoplait ownership is different,yoplait,True,False,12,"Fromage frais sucré aromatisé enrichi en vitamine D | Spécialité laitière sucrée aux fruits à base de Fromage Frais, aromatisée (enrichie en vitamine D) | Petits Filous - Fruits mixés | Spécialité laitière sucrée aux fruits à base de Fromage Frais, aromatisée (enrichie en vitamine D) | Spécialité laitière sucrée aux fruits à base de Fromage Frais, aromatisée (enrichie en vitamine D)","Petits filous pots, Yoplait | Petits filous pots, Yoplait | Petits filous pots, Yoplait | Petits filous pots, Yoplait | Petits filous pots, Yoplait"
7UP,7 up,7 up,7up,existing_company_brand_mapping_token_match,top9_portfolio_brand_alias,confirmed,beverages,France,FRANCE,Other / not mapped to a company,PepsiCo,market_scoped,top_company_brand_portfolio_matrix.csv,Market-scoped routing from Top 9 matrix; review if product geography is missing or conflicting.,7up,True,True,11,"7UP saveur mojito 15 cl | 7UP Lemon Lemon Citronnade gazeuse saveur agrumes 1,25 L | 7up mijoto | Cherry 7up 330ml x 6 Delivered Worldwide | 7 Up","7 up, 7UP, Seven Up | 7 Up, 7UP | 7 Up | 7 up | 7 up, Seven-Up"
Fitness,nestle,nestle,Fitness,top9_portfolio_token_match,top9_portfolio_brand_alias,confirmed,cereals,France,FRANCE,Nestlé,Manual review / complex ownership,manual_review,multiple_or_manual_mapping_rows,Multiple direct/manual mapping rows exist for this brand.,fitness,True,True,11,Fitness Croquant d'Avoine - Pépites croustillantes d'avoine au bon goût de miel | Fitness Croquant d'avoine | Fitness nutritious energy CHOCOLATE | Fitness chocolat noisette | Fitness original grains entiers d'avoine complète,"Nestlé, Fitness | Nestlé, Fitness | Nestlé, Fitness | Nestlé, Fitness | Nestlé, Fitness"
marque repere,chaque jour sans gluten,chaque jour sans gluten,marque repere,existing_company_brand_mapping_token_match,existing_company_brand_mapping_alias,confirmed,snacks,France,FRANCE,Other / not mapped to a company,Manual review / complex ownership,manual_review,multiple_or_manual_mapping_rows,Multiple direct/manual mapping rows exist for this brand.,marque repere,True,False,11,Biscuits sablés nappés au chocolat noir sans gluten | Biscuits sablés framboise sans gluten | Cookies aux Pépites de Chocolat | Mini brownie chocolat ss gluten x8 | Petit beurre sans gluten,"Chaque Jour Sans Gluten, Marque Repère | Chaque Jour Sans Gluten, Marque Repère | Chaque Jour Sans Gluten, Marque Repère | Chaque Jour Sans Gluten, Marque Repère | Chaque Jour Sans Gluten, Marque Repère"
marque repere,ptit deli,ptit deli,marque repere,existing_company_brand_mapping_token_match,existing_company_brand_mapping_alias,confirmed,snacks,France,FRANCE,Other / not mapped to a company,Manual review / complex ownership,manual_review,multiple_or_manual_mapping_rows,Multiple direct/manual mapping rows exist for this brand.,marque repere,True,False,11,Palet breton la recette original pur beurre | Madeleines longuse pur beurre | Madeleines longues marbrées chocolat | La Gaufrette Framboise | Cookies chocolat blanc cranberries,"P'tit déli,Marque Repère | P'tit Déli, Marque Repère | P'tit Déli, Marque Repère | P'tit Déli, Marque Repère | P'tit Déli, Marque Repère"
paturages comtois,paturages comtois,paturages,paturages comtois,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,dairies,France,FRANCE,Manual review / complex ownership,Les Mousquetaires / Intermarché,direct,layer3_review_decision_20260824,Pâturages is an Intermarché / Les Mousquetaires private-label dairy line.,paturages comtois,True,False,11,"Brie Français ( pâturage comtois ) | Le Rochois, Fromage, La Boîte De | Le Régal des Moines | Gruyère France | Le Merlemont,",Pâturages Comtois | PATURAGES COMTOIS | Pâturages Comtois | Pâturages Comtois | Pâturages Comtois
yoplait,petits filous,petits filous,yoplait,existing_company_brand_mapping_token_match,existing_company_brand_mapping_alias,confirmed,dairies,France,FRANCE,Other / not mapped to a company,General Mills,direct,company_brand_mapping.csv,US yogurt business; European Yoplait ownership is different,yoplait,True,False,11,"Petits Filous Choco | Petits Filous (6 Goûts : Fraise, Framboise, Pêche, Banane, Abricot, Fruits Rouges) 18 Pots | Petits Filous (6 Goûts : Fraise, Banane, Pêche, Abricot, Fruits Rouges, Framboise) 18 Pots | Petits Filous tub's (3 Fraises, 3 Framboises, 3 Pêches) | Petits Filous (Magic Duo Goût Framboise & Goût Vanille)","Petits Filous, Yoplait | Petits Filous, Yoplait | Petits Filous, Yoplait | Petits Filous, Yoplait | Petits Filous, Yoplait"
Milka,kraft foods,kraft,milka,existing_company_brand_mapping_token_match,top9_portfolio_brand_alias,confirmed,snacks,France,FRANCE,Kraft Heinz,Mondelēz International,direct,top_company_brand_portfolio_matrix.csv,Wholly Owned Europe; Exception-matrix row only; complete official brand universe not yet supplied for this company,milka,True,True,10,Chocolat au lait du Pays Alpin | Chocolat Noisettes entières | Oeufs de Pâques Tendre au lait Milka | Chocolat au lait du Pays Alpin | Chocolat Noisettes entières (Lot de 2),"Kraft Foods, Milka | Kraft Foods, Milka | Kraft Foods, Milka | Kraft Foods, Milka | Kraft Foods, Milka"
shoprite,shop rite,shop rite,shoprite,existing_company_brand_mapping_token_match,existing_company_brand_mapping_alias,confirmed,cereals,United States,US_CANADA,Other / not mapped to a company,Wakefern / ShopRite,direct,company_brand_mapping.csv,US cooperative supermarket chain,shoprite,True,False,10,"Instant Oatmeal, Raisin & Spice | Scrunchy, sweetened corn cereal, cocoa treats, cocoa treats | Scrunchy, sweetened cereal, mini cookie bites, mini cookie bites | Scrunchy Honey Nut Toasted Oats | Toasted corn cereal with honey & natural almond, crispy honey nut, crispy honey nut",Shop Rite | Shop Rite | Shop Rite | Shop Rite | Shop Rite
Nescafé Dolce Gusto,dolce gusto,dolce gusto,nescafe,existing_company_brand_mapping_token_match,curated_mechanical_brand_alias,confirmed,beverages,France,FRANCE|SOUTHERN_EUROPE,Other / not mapped to a company,Nestlé,direct,top_company_brand_portfolio_matrix.csv,Official Nestlé A-Z brand list,nescafe dolce gusto,True,True,9,Capsules NESCAFE DOLCE GUSTO Amande 12 capsules | Capsules NESCAFE DOLCE GUSTO Cortado Espresso Decaf 16 Capsules | Capsules NESCAFÉ Dolce Gusto Espresso Roma 16 Capsules | Capsules NESCAFE DOLCE GUSTO Expresso Milano | Capsules NESCAFÉ DOLCE GUSTO Espresso décaféiné x16,"Dolce gusto, Nescafe | Dolce gusto, Nescafe, Nescafe cortado | Dolce gusto, Nescafe espresso, Nescafé | Dolce gusto, Nescafe | Dolce gusto, Nescafe"
coca cola company,coca cola company,coca-cola,coca cola company,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,beverages,France,FRANCE,The Coca-Cola Company,Other / not mapped to a company,unresolved,no_mapping_match,,,True,False,9,Thé glacé bio pêche romarin | Sparletta South African Stoney Ginger Beer | Fine bulles - Pomme-citron & gentiane | Coca-Cola zéro sucres,"Coca-Cola Company, Honest | Coca-Cola Company | Coca Cola Company, Finley | Coca-Cola Company | Coca-Cola Company"
crunch,nestle,nestle,crunch,existing_company_brand_mapping_token_match,existing_company_brand_mapping_alias,confirmed,cereals,France,FRANCE,Nestlé,Manual review / complex ownership,manual_review,multiple_or_manual_mapping_rows,Multiple direct/manual mapping rows exist for this brand.,crunch,True,False,9,CRUNCH Céréales | Crunch (+50% gratuit) | NESTLE CRUNCH Céréales 450g | NESTLE CRUNCH Céréales Petit Déjeuner 3x450g | Crunch max - Céréales fourrées au bon goût de chocolat,"Nestlé, CRUNCH, Cereal Partners | Nestlé, Crunch | Nestlé, Crunch | Nestlé, Crunch | Nestlé, Crunch"
elle & vire,carre frais,carre frais,elle & vire,existing_company_brand_mapping_token_match,existing_company_brand_mapping_alias,confirmed,dairies,France,FRANCE,Other / not mapped to a company,Savencia,direct,company_brand_mapping.csv,Cream/butter brand,elle & vire,True,False,9,Carré frais | Carré frais | Carre Frais Bio | Carré frais | Carré frais 0% mg,"Carré Frais, Elle & Vire, Savencia | Carré frais, Elle & Vire, Savencia | Carré Frais, Elle & Vire, Savencia | Carré frais, Elle & Vire, Savencia | Carré frais, Elle & Vire, Savencia"
lindt lindor,lindt lindor,lindt,lindt lindor,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,snacks,United States,US_CANADA,Lindt & Sprüngli,Other / not mapped to a company,unresolved,no_mapping_match,,,True,False,9,Milk Chocolate Truffles | Irresistibly Smooth Strawberries and Cream White Chocolate Truffles | Extra Dark Chocolate Truffles | Assorted Chocolate Truffles | Milk Chocolate Truffles,Lindt Lindor | Lindt LINDOR | Lindt LINDOR | Lindt LINDOR | Lindt Lindor
president professionnel,president professionnel,president,president professionnel,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,dairies,France,FRANCE,Lactalis,Other / not mapped to a company,unresolved,no_mapping_match,,,True,False,9,Tartimalin | Beurre | Beurre sec de tourage | Beurre tourage 82% | Beurre,Président Professionnel | Président Professionnel | Président Professionnel | Président Professionnel | Président Professionnel
simply kraft,simply kraft,simply,simply kraft,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,dairies,United States,US_CANADA,The Coca-Cola Company,Other / not mapped to a company,unresolved,no_mapping_match,,,True,False,9,"Cottage Cheese | Low Fat Cottage Cheese | Cottage Cheese | Kraft, Simply Reduced Fat Sour Cream | Kraft, Sour Cream",Simply kraft | Simply kraft | Simply kraft | Simply kraft | Simply kraft
simply protein,simply protein,simply,simply protein,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,snacks,United States,US_CANADA,The Coca-Cola Company,Other / not mapped to a company,unresolved,no_mapping_match,,,True,False,9,"TORTILLA PROTEIN CHIPS | Tortilla Protein Chips Jackin' Jalapeño Ranch Flavored | Multi-Pack - Dark Chocolate Sea Salt, Lemon Coconut, Peanut Butter Chocolate | Multi-Pack - Dark Chocolate Sea Salt, Lemon Coconut, Peanut Butter Chocolate | Snack Bar - Lemon Coconut",SIMPLY PROTEIN | Simply Protein | Simply Protein | Simply Protein | Simply Protein
target stores,simply balanced,simply balanced,target stores,existing_company_brand_mapping_token_match,existing_company_brand_mapping_alias,confirmed,beverages,United States,US_CANADA,Other / not mapped to a company,Target,direct,company_brand_mapping.csv,Target stores brand variant,target stores,True,False,9,Drink mix tropical | Unsweetened sparkling water | Almondmilk | Almondmilk | Unsweetened almondmilk,"Simply Balanced, Target Stores | Simply Balanced, Target Stores | Simply Balanced, Target Stores | Simply Balanced, Target Stores | Simply Balanced, Target Stores"
target stores,simply balanced,simply balanced,target stores,existing_company_brand_mapping_token_match,existing_company_brand_mapping_alias,confirmed,dairies,United States,US_CANADA,Other / not mapped to a company,Target,direct,company_brand_mapping.csv,Target stores brand variant,target stores,True,False,9,"Greek yogurt | Simply balanced, organic mexican-style shredded cheese blend | Simply balanced, organic mild cheddar cheese slices | Simply balanced, organic provolone cheese slices | Simply balanced, organic shredded mozzarella cheese","Simply Balanced, Target Stores | Simply Balanced, Target Stores | Simply Balanced, Target Stores | Simply Balanced, Target Stores | Simply Balanced, Target Stores"
tartare,fromarsac,fromarsac,tartare,existing_company_brand_mapping_token_match,existing_company_brand_mapping_alias,confirmed,dairies,France,FRANCE,Other / not mapped to a company,Savencia,direct,company_brand_mapping.csv,Fresh cheese/spread brand,tartare,True,False,9,L 'original tartare | Tartare | Tartare noix et éclats d'amandes | L'original tartare - ciboulette & échalote | L'Original - Noix et Éclats d'Amandes,"Fromarsac, Savencia, Tartare | Fromarsac, Savencia, Tartare | Fromarsac,Savencia,Tartare | Fromarsac,Savencia,Tartare | Fromarsac,Savencia,Tartare"
u saveurs,u saveurs,u,u saveurs,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,snacks,France,FRANCE,Manual review / complex ownership,Système U,direct,layer3_review_decision_20260824,Obvious Système U retailer/private-label brand line in France.,u saveurs,True,False,9,"Croissant, + pain au chocolat, 8 pièces | Biscuits Navettes de Provence fleur d'oranger pur beurre - 400g | Biscuits Croquants de Provence aux amandes pur beurre - 300g | Biscuits apéritifs Sablés apéritif Ossau Iraty AOP , 100g | Gâche","U Saveurs | U Saveurs, U | U Saveurs, U | U Saveurs, U | U Saveurs, U, U de nos Régions"
crunch,nestle,nestle,crunch,existing_company_brand_mapping_token_match,existing_company_brand_mapping_alias,confirmed,snacks,France,FRANCE,Nestlé,Manual review / complex ownership,manual_review,multiple_or_manual_mapping_rows,Multiple direct/manual mapping rows exist for this brand.,crunch,True,False,8,CRUNCH Blanc Tablette 2x100g | Crunch | CRUNCH Noir Tablette 2x100g | Crunch | CRUNCH (lot de 2),"Nestlé, Crunch, Crunch blanc | Nestlé, Crunch | Nestlé, Crunch | Nestlé, Crunch | Nestlé,Crunch"
kellogg,kellogg,kellogg's,kellogg,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,cereals,United States,US_CANADA,Ferrero,Other / not mapped to a company,unresolved,no_mapping_match,,,True,False,8,Toasted rice cereal | Froot loops | Apple Jacks | Froot Loops | Frosted Mini Wheats Blueberry Muffin,Kellogg | Kellogg | Kellogg | Kellogg | Kellogg
