review_decision,review_note,normalized_brand,query_category,primary_country,observed_market_region_codes,current_company,proposed_company,proposed_ownership_resolution_status,company_mapping_would_change,product_count,example_product_names,example_off_brands_raw
,,malta regal,beverages,United States,US_CANADA,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Malta,Malta Regal
,,maltchies,snacks,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Maltchies Sweet Paprika,Maltchies
,,maltesers,beverages,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Boisson chocolaté imp,Maltesers
,,maltesers,beverages,France,FRANCE|SOUTHERN_EUROPE,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Hot chocolate,Maltesers
,,maltesers,beverages,France,FRANCE|UK_IE,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,,Maltesers
,,maltesers,snacks,Australia,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Maltesers Mini Pack,Maltesers
,,maltesers,snacks,Belgium,BENELUX|FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Maltesers 85g,Maltesers
,,maltesers,snacks,Belgium,BENELUX|FRANCE|DACH,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Maltesers 400g,"Maltesers, Mars, Mars Incorporated"
,,maltesers,snacks,Denmark,NORDICS|FRANCE|DACH|UK_IE,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Maltesers Chocolate Bucket,Maltesers
,,maltesers,snacks,France,FRANCE|UK_IE|DACH,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Maltesers Teasers,Maltesers
,,maltich,beverages,United Kingdom,UK_IE,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,maltich lemon,maltich
,,maltin,beverages,United States,US_CANADA,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,6 pack non-alcoholic malt beverages,Maltín
,,malvi marshmallow confections,snacks,United States,US_CANADA,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,"Cotton Candy Marshmallows, Cotton Candy",Malvi marshmallow confections
,,malwa,beverages,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Malwa Sekret Natury Package of 6 Fruit Teas 60 G (30 Tea Bags),malwa
,,malzmuhle,beverages,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Mühlen Kölsch,Malzmühle
,,mam goudig,beverages,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Cidre bouché doux,Mam Goudig
,,mam papauls,dairies,United States,US_CANADA,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Bread Pudding,Mam Papaul’s
,,mam zelle choco,snacks,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Mam\'zelle choco,Mam\'zelle choco
,,mama chia,snacks,United States,US_CANADA,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Chia Squeeze Vitality Snack Green Magic,Mama Chia
,,mama francesca,dairies,United States,US_CANADA,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Parmesan Asiago & Romano,Mama Francesca
,,mama ines,beverages,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,BOISSON CACAOTEE,Mama Inés
,,mama lupes,snacks,United States,US_CANADA,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Authentic Triangle Shape Tortilla Chips,Mama Lupe's
,,mama minardi,snacks,United States,US_CANADA,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Gourmet Vanilla Cookies,Mama Minardi
,,mama tere,beverages,United States,US_CANADA,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Maracuya Passion Fruit Pulp,Mama Tere
,,mama vaca,dairies,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Queso fresco 0%,Mamá Vaca
,,mamame,snacks,United States,US_CANADA,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Tempeh Chips,Mamame
,,mamas,dairies,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Mama’s vegan burger slices,Mama’s
,,mamas choice,snacks,United States,US_CANADA,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Light & Crispy Fried Calamari Snack,Mama’s Choice
,,mamba,snacks,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Bonbons,Mamba
,,mamba,snacks,Germany,DACH|NORDICS|US_CANADA,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Mamba,"Mamba, Storck"
,,mamba storck,snacks,United States,US_CANADA,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,mamba magic - Limette Himbeere,mamba Storck
,,mamee,snacks,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Mister Potato Crisps,Mamee
,,mamee,snacks,France,FRANCE|DACH,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Stapelchips Sour Cream & Onion,Mamee
,,mami boissons,beverages,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Soda,Mami Boissons
,,mamia,snacks,Ireland,UK_IE,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Cheesy Flavour Veggie Straws,Mamia
,,mamie breizh,dairies,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Caramel au beurre salé,Mamie Breizh
,,mamie marianne,beverages,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Thé blanc à la pêche de Provence,Mamie Marianne
,,mamie normandie,snacks,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,8 briochettes artisanales,MAMIE NORMANDIE
,,mamie nova,dairies,European Union,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Dessert Gourmand Chocolat Menthe,Mamie Nova
,,mamie nova,snacks,Afghanistan,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Crumble pomme poire chocolat,Mamie Nova
,,mamie nova,snacks,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Le Cheese Cake aux Fruits Rouges,Mamie Nova
,,mamie nova,snacks,United States,US_CANADA,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Paris-Brest,Mamie Nova
,,mamie nova gourmand,dairies,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Crème vanille bourbon,Mamie nova gourmand
,,mamie novanovaandros restauration,dairies,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Liégeois Chocolat,Mamie NovaNovaAndros Restauration
,,mamilou,snacks,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,,Mamilou
,,mamm,snacks,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Mamm pâte à cookies,"Mamm, Moman"
,,mamm gozh,beverages,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Orange d'Océan,Mamm Gozh
,,mamma chai,beverages,United States,US_CANADA,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Chia Vitality Beverage,Mamma Chai
,,mamma chia,snacks,France,FRANCE|US_CANADA,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Organic Vitality Squeeze Snack Mango Coconut,"Mamma Chia, organic"
,,mamma maria,dairies,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Tiramisu,Mamma Maria
,,mamma maria,snacks,France,FRANCE|SOUTHERN_EUROPE,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Profiteroles,Mamma Maria
,,mamma miga,snacks,France,FRANCE|SOUTHERN_EUROPE,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Palmeritas de hojaldre,Mamma Miga
,,mammoet,snacks,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Marshmallow cakes,Mammoet
,,mammoth,beverages,Belgium,BENELUX|FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Mammoth peach,mammoth
,,mammoth,beverages,United States,US_CANADA,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Epic IPA,Mammoth
,,mammoth brewing company,beverages,United States,US_CANADA,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,IPA 395,Mammoth Brewing Company
,,mamuda,beverages,United Kingdom,UK_IE,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Pop Cola,Mamuda
,,mamuda beverages nigeria ltd,beverages,United States,US_CANADA,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Pop Berries flavored drinks,Mamuda Beverages Nigeria LTD
,,mana,beverages,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Mana Organic - Citron Gingembre,Mana
,,mana,beverages,Saudi Arabia,US_CANADA,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Water,Mana
,,mana moonlight,beverages,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Boisson pétillante CBD,Mana moonlight
,,manasul international,beverages,United States,US_CANADA,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,"Manasul international, chamomile-anise tea",Manasul International
,,manche,snacks,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Milk short cake Biscuits,manche
,,mancuso,dairies,United States,US_CANADA,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Dubai Style Chocolate Dessert,Mancuso
,,manda te,beverages,United States,US_CANADA,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Tea,Manda Té
,,mandara,dairies,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Mozzarella di latte di Bufala,Mandara
,,mandara,dairies,France,FRANCE|DACH,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Mozzarella Mandara,Mandara
,,mandara,dairies,France,FRANCE|SOUTHERN_EUROPE,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Mozzarella di latte di bufala,Mandara
,,mandarina,beverages,United States,US_CANADA,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,"Mandarina, soda, orange",Mandarina
,,mandarine napoleon,beverages,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Mandarine Napoléon,Mandarine Napoleon
,,mandel,snacks,Bulgaria,FRANCE|SOUTHERN_EUROPE,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Bruschette sour cream,Mandel
,,mandip,dairies,United States,US_CANADA,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Cheese Dip,Mandip
,,mandois,beverages,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Champagne Blanc de blancs,Mandois
,,mandor,dairies,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Mandor 3 Almond Drink,Mandor
,,mandys,snacks,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Popcorn légèrement salé,Mandy's
,,mandys,snacks,United States,US_CANADA,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,"Mandy's, simply sugar cookie thins",Mandy's
,,mangajo,beverages,France,FRANCE|DACH,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Yuzu & Lemon,Mangajo
,,mangajo,beverages,France,FRANCE|UK_IE,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Lemon & Green Tea,Mangajo
,,mangaroca,beverages,France,FRANCE|DACH,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Batida de Coco,Mangaroca
,,mangeons mosellan,dairies,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,La biquetterie,Mangeons Mosellan
,,mangiatorella,beverages,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Mangiatorella Natural Water 50,Mangiatorella
,,mangiatorella,beverages,United States,US_CANADA,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,MANGIATORELLA,"Mangiatorella, Pastificio La Fiorita"
,,mango juice,beverages,United States,US_CANADA,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Juicy,Mango juice
,,mango milk,snacks,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Double filling mochi Mango milk,Mango Milk
,,mangoustans,beverages,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Rhum Café,Mangoustan's
,,manhattan,snacks,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Manhattan cookies,Manhattan
,,manhattan,snacks,France,FRANCE|UK_IE,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,popcorn,Manhattan
,,manhattan,snacks,France,FRANCE|UK_IE|SOUTHERN_EUROPE,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,popcorn,Manhattan
,,manhattan desserts,snacks,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Cookies fourre,Manhattan desserts
,,manhattan special,beverages,United States,US_CANADA,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Black Cherry Soda,Manhattan Special
,,mani,snacks,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Exotic Crunch 45GR Bio - MANI,Mani
,,maniac,snacks,United States,US_CANADA,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Fig newton,Maniac
,,manicaretti inc,snacks,United States,US_CANADA,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,"Antonio Mattei, Biscotti Di Prato Almond Biscuits",Manicaretti Inc.
,,manigart,beverages,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Apéritif,Manigart
,,manion welferinger,beverages,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Muller Thurgau,Manion Welferinger
,,manischewitz,beverages,France,FRANCE|US_CANADA,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,American Concord Grape,Manischewitz
,,manischweitz,snacks,France,FRANCE|US_CANADA,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Macaroons,Manischweitz
,,manitoba,snacks,United States,US_CANADA,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Superseed snack clusters,Manitoba
,,manitoba havest,snacks,United States,US_CANADA,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Crunchy Hemp Snacks,Manitoba Havest
,,manitou trading company,beverages,United States,US_CANADA,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,"Moon Milk Drink Mix, Moon Milk",Manitou trading company
,,manji,snacks,United States,US_CANADA,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,cream crackers,Manji
,,manjushree,snacks,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Mari kela chips,manjushree
,,manner,beverages,Austria,DACH|FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Kakao,Manner
,,manner,cereals,Czech Republic,FRANCE|DACH|SOUTHERN_EUROPE,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Knusper Müsli,Manner
,,manner,snacks,Austria,DACH|FRANCE|UK_IE,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Neapolitaner Waffeln,Manner
,,manner,snacks,France,FRANCE|DACH|SOUTHERN_EUROPE,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Törtchen Kakao-Haselnusscreme,Manner
,,manner,snacks,France,FRANCE|SOUTHERN_EUROPE,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Manner Neapolitaner Vollkorn,Manner
,,manner,snacks,Germany,DACH|UK_IE,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Schoko Keksi,Manner
,,manner wien,snacks,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Gaufrette Chocolat Noisette,Manner Wien
,,mano dumoulin,dairies,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Kéfir d'eau et de fruits,Mano Dumoulin
,,mano masa,snacks,United Kingdom,UK_IE,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Sour Cream & Spring Onion,Mano Masa
,,manoa chocolate alil kula lavender,snacks,United States,US_CANADA,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,60% dark milk chocolate,Manoa Chocolate Ali’l Kula Lavender
,,manoir de kinkiz,beverages,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Cidre de Fouesnant,Manoir de Kinkiz
,,manoir du carra,beverages,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Beaujolais Les Ronzières,Manoir du Carra
,,manoir du kinkiz,beverages,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Jus de pomme,Manoir du Kinkiz
,,manola,snacks,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Bonbons tendres oursons manolia goût cola,Manola
,,manolo blahnik usa ltd,dairies,United States,US_CANADA,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Pimento Cheese,Manolo Blahnik Usa Ltd.
,,manomasa,snacks,France,FRANCE|SOUTHERN_EUROPE,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Chipotle & lime,Manomasa
,,manomasa,snacks,France,FRANCE|SOUTHERN_EUROPE|UK_IE,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Manomasa Manchego & Green Olive,Manomasa
,,manomasa,snacks,Ireland,UK_IE,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Manomasa,Manomasa
,,manon,beverages,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,75CL Cotes De Provence Rose Manon 2008,Manon
,,manon,snacks,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Chips de pommes de pommes de tetre,Manon
,,manon aubagne,snacks,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Chips artisanale,manon -aubagne
,,manor,beverages,France,FRANCE|DACH,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Sirop aux fleurs de sureau,Manor
,,manor,beverages,United Kingdom,UK_IE,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Cloudy Lemon Flavour Cider,Manor
,,manor,cereals,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Crunchy muesli,Manor
,,manor,dairies,France,FRANCE|DACH,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Yoghourt nature,Manor
,,manor farm,dairies,United Kingdom,UK_IE,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,,Manor Farm
,,manor food,dairies,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Panna Cotta au Coulis de Baies,Manor Food
,,manos and co,beverages,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,karteraki,Manos & Co
,,mansard,beverages,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Cuvee des sacres,Mansard
,,manta,beverages,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Bière ambrée,Manta
,,mantias italiano,dairies,United States,US_CANADA,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Grated Parmesan & Romano Cheese,Mantia's Italiano
,,mantova,dairies,France,FRANCE|DACH,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Grana Padano Grattugiato fresco,Mantova
,,manufacture vegetale,dairies,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,100% VÉGÉTAL MYRTILLE Petit épeautre et amande,MANUFACTURE VÉGÉTALE
,,manusol,snacks,France,FRANCE|SOUTHERN_EUROPE,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Break Barretta Ai Cereali,ManuSol
,,manutea,beverages,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Rotui Orange,"MANUTEA, ROTUI"
,,manutea tahiti,beverages,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Rotu orange banane fraise,"Manutea Tahiti, ROTUI"
,,manzela,snacks,Mexico,US_CANADA,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Peanut Caramel Bars,Manzela
,,manzela,snacks,United States,US_CANADA,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,"Caramel Coated Peanuts, Caramel",Manzela
,,manzi,beverages,Germany,DACH|US_CANADA,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Rooibos Vanille,manzi
,,maoam,snacks,Austria,DACH|FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Maoam Kracher,MAOAM
,,maoam,snacks,Kuwait,UK_IE,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Joystixx,Maoam
,,maoddi,dairies,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Pecorino romano,Maoddi
,,maola local dairies,dairies,United States,US_CANADA,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,1% Lowfat Chocolate Milk,Maola Local Dairies
,,maomam,snacks,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Christmas Mixx,Maomam
,,maple donuts,snacks,United States,US_CANADA,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,"Rainbow Chocolate Iced Cake Donuts, Rainbow Chocolate Iced",Maple donuts
,,maple grove farms of vermont,beverages,United States,US_CANADA,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,"Strawberry syrup, strawberry","Maple Grove Farms Of Vermont, Maple Grove Farms Of Vermont Inc."
,,maple leaf,dairies,United States,US_CANADA,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Double Milled Aged Cheddar Cheese,Maple Leaf
,,maple nut kitchen,cereals,United States,US_CANADA,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Eastern Apple Pecan,Maple Nut Kitchen
,,maple syrup oath granola,snacks,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Maple syrup oaty granola bar,Maple syrup oath granola
,,mapple farm,snacks,Canada,US_CANADA,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Maple Syrup,"Mapple Farm, Maple Farm"
,,mar de frades,beverages,France,FRANCE|SOUTHERN_EUROPE,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Albariño,Mar de Frades
,,marabissi,snacks,Italy,SOUTHERN_EUROPE|US_CANADA,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Almond cookies,Marabissi
,,marabou,snacks,Denmark,NORDICS|FRANCE|DACH,Manual review / complex ownership,Manual review / complex ownership,manual_review,False,1,Oreo,Marabou
,,marabou,snacks,Denmark,NORDICS|FRANCE|US_CANADA,Manual review / complex ownership,Manual review / complex ownership,manual_review,False,1,Milchschokolade mit Orangengeschmack,Marabou
,,marabou,snacks,France,FRANCE|SOUTHERN_EUROPE,Manual review / complex ownership,Manual review / complex ownership,manual_review,False,1,MARABOU DAIM,marabou
,,marabou,snacks,France,FRANCE|US_CANADA,Manual review / complex ownership,Manual review / complex ownership,manual_review,False,1,Marabou chocolate tablet dark,Marabou
,,marabou,snacks,United Kingdom,UK_IE,Manual review / complex ownership,Manual review / complex ownership,manual_review,False,1,Marabou,Marabou
,,marabou premium,snacks,Denmark,NORDICS|FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,FIN 70% KAKAO,Marabou PREMIUM
,,marabou premium,snacks,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Fin 86%,Marabou Premium
,,marandi,snacks,China,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Nougat Soft (Cacahuètes et fruits),Marandi
,,marandi,snacks,France,FRANCE|DACH,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Soft Nougat,Marandi
,,maraska,beverages,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Bojovnica,Maraska
,,marata,beverages,United States,US_CANADA,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,marata suco,marata
,,marau,snacks,France,FRANCE|US_CANADA,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Single Origin Dark Chocolate,"Marau,Marou"
,,marbo,snacks,Germany,DACH|US_CANADA,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Clipsy cheese,Marbo
,,marc ballat,beverages,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Jus de pomme,Marc Ballat
,,marc guiselin,dairies,Belgium,BENELUX|FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,,Marc Guiselin
,,marc guiselin,dairies,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Beurre au sel de mer,Marc Guiselin
,,marc odeli,snacks,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Black Pepper Crackers,Marc O'Deli
,,marca guia,snacks,France,FRANCE|SOUTHERN_EUROPE,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Cookie,"Marca Guia,P'tit Déli"
,,marca italia,dairies,France,FRANCE|DACH,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,"Parmigiano Reggiano, gerieben",Marca Italia
,,marca italia,dairies,Germany,DACH|US_CANADA,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Grana Padano,Marca Italia
,,marca oro ciresa,dairies,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Ciresa,Marca oro ciresa
,,marcaibo,beverages,France,FRANCE|SOUTHERN_EUROPE,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Café soluble,Marcaibo
,,marcel bio,snacks,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,chocolat noir 100%,MARCEL BIO
,,marcel cabelier,beverages,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,vin jaune,Marcel Cabelier
,,marcel monnin,dairies,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Comté 18 mois,Marcel Monnin
,,marcel petite,dairies,Belgium,BENELUX|FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Comté Finesse,Marcel Petite
,,marcellou,dairies,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Saint-Marcelin 50% M.G.,Marcellou
,,marcellus les caves st ronain,beverages,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,75CL Costieres Nimes Rouge Marcellus 2008,Marcellus- les caves St ronaîn
,,marcels modern pantry,beverages,United States,US_CANADA,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Almond Milk,Marcel’s Modern Pantry
,,marche de paris,snacks,United States,US_CANADA,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,"Marche de paris, french macarons, milk chocolate",Marche De Paris
,,marchzy fine foods,snacks,United States,US_CANADA,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Dark chocolate caramel popcorn,Marchzy Fine Foods
,,marcillat,dairies,France,FRANCE|DACH|SOUTHERN_EUROPE,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Camembert,"Marcillat,Lactalis"
,,marco polo,beverages,France,FRANCE|DACH,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Früchtetee,Marco Polo
,,marco polo,snacks,Chile,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Pop corn,Marco Polo
